archivo,title,description,summary,activity_code
"contando-cuentos.md","Contando cuentos","Actividad creativa para inventar una historia sobre personas afectadas por el cambio climático y cómo enfrentan la situación.","Inventar una historia sobre refugiados climáticos.","cambioclimatico-C04"
"que-llueva.md","¡Que llueva!","Los participantes juegan bajo la lluvia y realizan actividades divertidas para aprender sobre el agua y la naturaleza.","Diviértete bajo la lluvia.","agua-A39"
"calificacion-carbono-pais.md","Calificación de carbono por país","Investiga las emisiones de CO₂ por país, compara la posición de tu país y crea un póster creativo con tus hallazgos.","Compara las emisiones de CO₂ entre países.","energia-D04"
"especies-que-usan-el-agua-inteligentemente.md","Especies que Usan el Agua Inteligentemente","Aprende cómo cuatro especies diferentes logran encontrar agua o sobrevivir sin agua durante períodos de escasez.","Investigación sobre adaptaciones de especies a la escasez de agua.","bosques-D10"
"por-que-suceden-los-desastres.md","Por Qué Suceden los Desastres","Investiga una causa de los desastres y realiza entrevistas para crear un video educativo.","Investigación de causas de desastres.","rrd-A06"
"investigaciones-locales-plastico.md","Investigaciones locales sobre plásticos","Observa y documenta la situación del plástico en tu barrio, pueblo o ciudad. ¿Hay mucho plástico en las calles, parques o ríos?","Investiga la situación del plástico en tu comunidad.","plastics-A08"
"combatiendo-el-desperdicio-de-alimentos.md","Combatiendo el desperdicio de alimentos","Seguimiento semanal del desperdicio de alimentos para identificar hábitos y tomar acciones concretas para reducirlo.","Seguir y reducir el desperdicio de alimentos.","ciudadesverdes-B02"
"poesia-sobre-el-hambre.md","Poesía sobre el Hambre","Escribe un poema acróstico sobre la lucha contra el hambre usando palabras clave como EDUCACIÓN, AGRICULTURA o MICROFINANCIACIÓN.","Creación de poesía sobre el hambre.","hambre-D04"
"edificios-verdes-a-mi-alrededor.md","Edificios verdes a mi alrededor","Investigación y visita a edificios verdes para aprender sobre su diseño y eficiencia energética.","Investigar edificios verdes locales.","ciudadesverdes-C05"
"la-gallina-ciega.md","La Gallina Ciega","Juego para aprender sobre la importancia del agua para cada parte del cuerpo humano.","Juego sobre el agua y el cuerpo humano.","agua-A05"
"carteles-para-la-playa.md","Carteles para la Playa","Los participantes crean carteles para concientizar sobre la importancia de respetar y proteger las playas y el océano, promoviendo comportamientos responsables.","Crea carteles para proteger la playa.","agua-E32"
"combatiendo-desperdicio-recursos.md","Combatiendo el desperdicio de recursos","Los participantes construyen un sistema de clasificación de residuos para su grupo scout o su hogar, aprendiendo sobre reciclaje y gestión sostenible de recursos.","Construye un sistema de clasificación de residuos.","mundomejor-E02"
"lunes-sin-carne.md","Lunes Sin Carne","Los participantes reflexionan sobre la huella hídrica de los alimentos y proponen un 'Lunes Sin Carne' en su escuela para reducir el consumo de agua y promover hábitos alimenticios sostenibles.","Propón un Lunes Sin Carne.","agua-E45"
"haz-un-libro-de-recetas.md","Haz un Libro de Recetas","Crea tu propio libro de recetas con ingredientes de temporada y consejos de sostenibilidad.","Creación de libro de recetas sostenible.","nutricion-D09"
"audita-tus-habitos-plastico.md","Audita tus hábitos de uso de plástico","Una actividad de reflexión para evaluar y reducir el uso de plásticos de un solo uso en la vida cotidiana, aplicando las 3R: reducir, reutilizar y reemplazar.","Evalúa y reduce tu huella de plástico.","plastics-P01"
"observacion-del-medidor-de-agua.md","Observación del medidor de agua","Observa el medidor de agua y reduce tu consumo.","Monitoreo de consumo de agua.","sacc-A19"
"biogas.md","Biogás","Experimento para observar la producción de biogás a partir de materia orgánica en descomposición y aprender sobre microorganismos.","Experimento de producción de biogás.","biodiversidad-A14"
"voluntario-por-el-oceano.md","Voluntario por el Océano","Trabaja como voluntario en una organización relacionada con la conservación del océano.","Voluntariado en conservación marina.","oceano-E07"
"disecciona-una-flor.md","Diseccioná una flor","Disección de flores para identificar sus partes y comprender el proceso de polinización.","Diseccionar una flor para aprender sus partes.","polinizadores-A03"
"analisis-de-suelo.md","Análisis de Suelo","Cava un hoyo de 30 cm en el bosque y observa la estructura del suelo. Dibuja y etiqueta las capas.","Análisis de capas de suelo forestal.","bosques-A17"
"entrevista-de-historia-oral.md","Entrevista de historia oral","Actividad obligatoria para entrevistar a personas mayores sobre los alimentos que cultivaban y comían en el pasado.","Entrevistar sobre alimentos del pasado.","biodiversidad-C01"
"charlas-sobre-salud.md","Charlas sobre Salud","Investiga los problemas de salud más extendidos en tu país y organiza un informe grupal.","Investigación sobre salud pública.","nutricion-A13"
"invasion-alienigena.md","Invasión Alienígena","Investiga sobre especies marinas invasoras y crea un libro de historietas desde la perspectiva de la especie nativa.","Historieta sobre especies invasoras marinas.","oceano-D06"
"construi-un-hotel-para-abejas.md","Construí un hotel para abejas","Construcción de un hotel para abejas en tu hogar, escuela o jardín comunitario para proporcionar refugio a polinizadores solitarios.","Construir un hotel para abejas.","polinizadores-A02"
"diversion-en-la-costa.md","Diversión en la Costa","Investiga las actividades recreativas en la playa y su impacto en el medio ambiente marino.","Investigación sobre actividades costeras.","oceano-C02"
"mi-huella-hidrica.md","Mi Huella Hídrica","Los participantes calculan su huella hídrica utilizando una calculadora en línea, reflexionando sobre su consumo directo e indirecto de agua.","Calcula tu huella hídrica.","agua-B43"
"contacta-a-los-tomadores-de-decisiones.md","","","",""
"paseo-en-el-bosque.md","Paseo en el bosque","Paseo sensorial por el bosque para observar, escuchar, oler y sentir la naturaleza.","Explorar el bosque con los sentidos.","biodiversidad-C24"
"y-el-clima-polinizadores.md","¿Y el clima?","Investigación sobre los impactos del cambio climático en los polinizadores locales a través de entrevistas.","Investigar impacto del clima en polinizadores.","polinizadores-C06"
"empatia-por-los-ecosistemas.md","Empatía por los Ecosistemas","Crea una pintura o afiche que muestre cómo una amenaza afecta a un ecosistema y cómo ayudarlo a recuperarse.","Arte sobre ecosistemas y desastres.","rrd-C02"
"cinco-cosas-buenas.md","Cinco Cosas Buenas","Enumera cinco razones por las cuales los bosques son importantes para la naturaleza. Haz un dibujo sobre la importancia de los bosques.","Reflexión y dibujo sobre la importancia de los bosques.","bosques-A04"
"haciendo-niebla.md","Haciendo Niebla","Crea niebla en una jarra usando agua caliente y cubos de hielo para entender la condensación.","Experimento para crear niebla.","oceano-A05"
"fibras-naturales-y-sinteticas.md","Fibras naturales y sintéticas","Investigación de las fibras utilizadas en la ropa para distinguir entre materiales naturales y sintéticos.","Investigar fibras naturales y sintéticas.","biodiversidad-C19"
"es-verde-tu-casa.md","¿Es verde tu casa?","Evaluación de la sostenibilidad de tu hogar y compromiso con cambios para vivir de manera más ecológica.","Evaluar y mejorar la sostenibilidad de tu hogar.","ciudadesverdes-C04"
"visita-una-planta-de-procesado-de-alimentos.md","Visita una Planta de Procesado de Alimentos","Visita una granja o planta de procesado de alimentos para aprender sobre la producción de alimentos.","Visita a planta de procesado de alimentos.","nutricion-B17"
"compra-pescado-de-manera-selectiva.md","Compra Pescado de Manera Selectiva","Investiga qué pescado puedes comprar de manera sostenible y crea una guía de bolsillo.","Guía de compra sostenible de pescado.","nutricion-D18"
"alza-tu-voz.md","Alza Tu Voz","Escribe una canción sobre el hambre y la desigualdad para compartir con tu grupo.","Creación musical sobre el hambre.","hambre-B03"
"cosas-que-usamos.md","Cosas que usamos","Investigación de productos derivados de plantas (aceites, semillas, fibras, medicinas) y su dependencia de los polinizadores.","Investigar productos vegetales y polinizadores.","polinizadores-B07"
"preguntas-y-respuestas.md","Preguntas y Respuestas","Actividad de simulación donde los participantes representan a agricultores y periodistas para explorar el impacto del cambio climático en la agricultura.","Simular entrevistas sobre cambio climático y agricultura.","cambioclimatico-C14"
"comida-internacional-a-la-suerte-de-la-olla.md","Comida Internacional 'A la Suerte de la Olla'","Organiza una cena internacional donde cada invitado trae un plato de un país diferente para compartir.","Cena internacional para difundir el mensaje contra el hambre.","hambre-E01"
"observando-el-tiempo.md","Observando el Tiempo","Observa el efecto del tiempo en el suelo y cómo responde.","Observación del clima y el suelo.","suelos-C07"
"estudio-evolutivo-polinizadores.md","Estudio evolutivo","Investigación sobre la coevolución de polinizadores y plantas nativas para comprender sus adaptaciones mutuas.","Investigar la coevolución de polinizadores y plantas.","polinizadores-A09"
"chapoteando-en-el-agua.md","Chapoteando en el Agua","Observa los charcos después de la lluvia y descubre la vida que los habita.","Observación de charcos y vida acuática.","agua-A03"
"bancos-de-semillas.md","Bancos de semillas","Investigación sobre bancos de semillas y cómo involucrarse en su conservación.","Investigar bancos de semillas.","biodiversidad-C30"
"presentando-a-los-combustibles-fosiles.md","Presentando a los combustibles fósiles","Actividad creativa para investigar y presentar información sobre diferentes combustibles fósiles.","Presentar información sobre combustibles fósiles.","cambioclimatico-B09"
"circulo-virtuoso-vs-circulo-vicioso.md","Círculo Virtuoso vs. Círculo Vicioso","Crea una pancarta con dos columnas para comparar el círculo virtuoso y el círculo vicioso de la trampa del hambre.","Comparación entre círculo virtuoso y círculo vicioso.","hambre-D07"
"articulo-cambio-climatico.md","Artículo sobre el cambio climático","Lee artículos sobre el cambio climático y escribe tu propio artículo periodístico sobre cómo afecta a tu comunidad.","Escribe un artículo sobre el cambio climático.","energia-A15"
"sigue-el-flujo.md","Sigue el Flujo","Crea diagramas de flujo mostrando el impacto del agua en la vida de las personas.","Diagramas de flujo sobre el impacto del agua.","agua-D05"
"dia-internacional-de-la-biodiversidad.md","Día Internacional de la Biodiversidad","Organización de actividades y celebraciones para el Día Internacional de la Biodiversidad (22 de mayo).","Celebrar el Día Internacional de la Biodiversidad.","biodiversidad-D23"
"conoce-tu-consumo-de-electricidad.md","Conoce tu consumo de electricidad","Análisis y representación gráfica del consumo de electricidad diario para identificar áreas de mejora.","Analizar consumo de electricidad diario.","cambioclimatico-D14"
"discurso-pixar.md","Contando historias - El discurso Pixar","Los participantes crean un discurso de abogacía sobre biodiversidad usando la estructura narrativa de seis frases de las películas Pixar.","Cuenta una historia para proteger la biodiversidad.","cfn-B10"
